"GEO","ISCED11","TIME","SEX","UNIT","WSTATUS","NACE_R2","Value","Flag and Footnotes"
"Italy","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2013","Males","Thousand","Employed persons","Forestry and logging","11.7",""
"Italy","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2013","Females","Thousand","Employed persons","Forestry and logging","1.7","u"
"Italy","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2014","Total","Thousand","Employed persons","Forestry and logging","15.3","b"
"Italy","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2014","Males","Thousand","Employed persons","Forestry and logging","13.0","b"
"Italy","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2014","Females","Thousand","Employed persons","Forestry and logging","2.2","bu"
"Italy","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2015","Total","Thousand","Employed persons","Forestry and logging","14.3",""
"Italy","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2015","Males","Thousand","Employed persons","Forestry and logging","12.6",""
"Italy","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2015","Females","Thousand","Employed persons","Forestry and logging","1.6","u"
"Italy","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2016","Total","Thousand","Employed persons","Forestry and logging","12.8",""
"Italy","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2016","Males","Thousand","Employed persons","Forestry and logging","11.5",""
"Italy","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2016","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Italy","Tertiary education (levels 5-8)","2008","Total","Thousand","Employed persons","Forestry and logging","1.6","bu"
"Italy","Tertiary education (levels 5-8)","2008","Males","Thousand","Employed persons","Forestry and logging",":","bu"
"Italy","Tertiary education (levels 5-8)","2008","Females","Thousand","Employed persons","Forestry and logging",":","bu"
"Italy","Tertiary education (levels 5-8)","2009","Total","Thousand","Employed persons","Forestry and logging",":","u"
"Italy","Tertiary education (levels 5-8)","2009","Males","Thousand","Employed persons","Forestry and logging",":","u"
"Italy","Tertiary education (levels 5-8)","2009","Females","Thousand","Employed persons","Forestry and logging",":","c"
"Italy","Tertiary education (levels 5-8)","2010","Total","Thousand","Employed persons","Forestry and logging",":","u"
"Italy","Tertiary education (levels 5-8)","2010","Males","Thousand","Employed persons","Forestry and logging",":","u"
"Italy","Tertiary education (levels 5-8)","2010","Females","Thousand","Employed persons","Forestry and logging",":",""
"Italy","Tertiary education (levels 5-8)","2011","Total","Thousand","Employed persons","Forestry and logging",":","u"
"Italy","Tertiary education (levels 5-8)","2011","Males","Thousand","Employed persons","Forestry and logging",":","u"
"Italy","Tertiary education (levels 5-8)","2011","Females","Thousand","Employed persons","Forestry and logging",":","c"
"Italy","Tertiary education (levels 5-8)","2012","Total","Thousand","Employed persons","Forestry and logging",":","u"
"Italy","Tertiary education (levels 5-8)","2012","Males","Thousand","Employed persons","Forestry and logging",":","u"
"Italy","Tertiary education (levels 5-8)","2012","Females","Thousand","Employed persons","Forestry and logging",":","c"
"Italy","Tertiary education (levels 5-8)","2013","Total","Thousand","Employed persons","Forestry and logging","2.1","u"
"Italy","Tertiary education (levels 5-8)","2013","Males","Thousand","Employed persons","Forestry and logging","1.7","u"
"Italy","Tertiary education (levels 5-8)","2013","Females","Thousand","Employed persons","Forestry and logging",":","c"
"Italy","Tertiary education (levels 5-8)","2014","Total","Thousand","Employed persons","Forestry and logging",":","bu"
"Italy","Tertiary education (levels 5-8)","2014","Males","Thousand","Employed persons","Forestry and logging",":","bu"
"Italy","Tertiary education (levels 5-8)","2014","Females","Thousand","Employed persons","Forestry and logging",":",""
"Italy","Tertiary education (levels 5-8)","2015","Total","Thousand","Employed persons","Forestry and logging","1.8","u"
"Italy","Tertiary education (levels 5-8)","2015","Males","Thousand","Employed persons","Forestry and logging",":","u"
"Italy","Tertiary education (levels 5-8)","2015","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Italy","Tertiary education (levels 5-8)","2016","Total","Thousand","Employed persons","Forestry and logging","2.0","u"
"Italy","Tertiary education (levels 5-8)","2016","Males","Thousand","Employed persons","Forestry and logging","1.6","u"
"Italy","Tertiary education (levels 5-8)","2016","Females","Thousand","Employed persons","Forestry and logging",":","c"
"Hungary","All ISCED 2011 levels ","2008","Total","Thousand","Employed persons","Forestry and logging","12.6","b"
"Hungary","All ISCED 2011 levels ","2008","Males","Thousand","Employed persons","Forestry and logging","10.6","b"
"Hungary","All ISCED 2011 levels ","2008","Females","Thousand","Employed persons","Forestry and logging",":","bu"
"Hungary","All ISCED 2011 levels ","2009","Total","Thousand","Employed persons","Forestry and logging","15.2",""
"Hungary","All ISCED 2011 levels ","2009","Males","Thousand","Employed persons","Forestry and logging","12.9",""
"Hungary","All ISCED 2011 levels ","2009","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","All ISCED 2011 levels ","2010","Total","Thousand","Employed persons","Forestry and logging","15.9",""
"Hungary","All ISCED 2011 levels ","2010","Males","Thousand","Employed persons","Forestry and logging","12.8",""
"Hungary","All ISCED 2011 levels ","2010","Females","Thousand","Employed persons","Forestry and logging","3.0","u"
"Hungary","All ISCED 2011 levels ","2011","Total","Thousand","Employed persons","Forestry and logging","18.1",""
"Hungary","All ISCED 2011 levels ","2011","Males","Thousand","Employed persons","Forestry and logging","15.5",""
"Hungary","All ISCED 2011 levels ","2011","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","All ISCED 2011 levels ","2012","Total","Thousand","Employed persons","Forestry and logging","19.0",""
"Hungary","All ISCED 2011 levels ","2012","Males","Thousand","Employed persons","Forestry and logging","16.3",""
"Hungary","All ISCED 2011 levels ","2012","Females","Thousand","Employed persons","Forestry and logging","2.7","u"
"Hungary","All ISCED 2011 levels ","2013","Total","Thousand","Employed persons","Forestry and logging","21.6",""
"Hungary","All ISCED 2011 levels ","2013","Males","Thousand","Employed persons","Forestry and logging","17.6",""
"Hungary","All ISCED 2011 levels ","2013","Females","Thousand","Employed persons","Forestry and logging","4.0","u"
"Hungary","All ISCED 2011 levels ","2014","Total","Thousand","Employed persons","Forestry and logging","22.9",""
"Hungary","All ISCED 2011 levels ","2014","Males","Thousand","Employed persons","Forestry and logging","19.2",""
"Hungary","All ISCED 2011 levels ","2014","Females","Thousand","Employed persons","Forestry and logging","3.7","u"
"Hungary","All ISCED 2011 levels ","2015","Total","Thousand","Employed persons","Forestry and logging","25.3",""
"Hungary","All ISCED 2011 levels ","2015","Males","Thousand","Employed persons","Forestry and logging","20.6",""
"Hungary","All ISCED 2011 levels ","2015","Females","Thousand","Employed persons","Forestry and logging","4.8","u"
"Hungary","All ISCED 2011 levels ","2016","Total","Thousand","Employed persons","Forestry and logging","24.0",""
"Hungary","All ISCED 2011 levels ","2016","Males","Thousand","Employed persons","Forestry and logging","19.6",""
"Hungary","All ISCED 2011 levels ","2016","Females","Thousand","Employed persons","Forestry and logging","4.4","u"
"Hungary","Less than primary, primary and lower secondary education (levels 0-2)","2008","Total","Thousand","Employed persons","Forestry and logging","4.9","b"
"Hungary","Less than primary, primary and lower secondary education (levels 0-2)","2008","Males","Thousand","Employed persons","Forestry and logging","4.1","bu"
"Hungary","Less than primary, primary and lower secondary education (levels 0-2)","2008","Females","Thousand","Employed persons","Forestry and logging",":","bu"
"Hungary","Less than primary, primary and lower secondary education (levels 0-2)","2009","Total","Thousand","Employed persons","Forestry and logging","4.3","u"
"Hungary","Less than primary, primary and lower secondary education (levels 0-2)","2009","Males","Thousand","Employed persons","Forestry and logging","3.4","u"
"Hungary","Less than primary, primary and lower secondary education (levels 0-2)","2009","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","Less than primary, primary and lower secondary education (levels 0-2)","2010","Total","Thousand","Employed persons","Forestry and logging","4.9",""
"Hungary","Less than primary, primary and lower secondary education (levels 0-2)","2010","Males","Thousand","Employed persons","Forestry and logging","3.8","u"
"Hungary","Less than primary, primary and lower secondary education (levels 0-2)","2010","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","Less than primary, primary and lower secondary education (levels 0-2)","2011","Total","Thousand","Employed persons","Forestry and logging","5.6",""
"Hungary","Less than primary, primary and lower secondary education (levels 0-2)","2011","Males","Thousand","Employed persons","Forestry and logging","4.6","u"
"Hungary","Less than primary, primary and lower secondary education (levels 0-2)","2011","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","Less than primary, primary and lower secondary education (levels 0-2)","2012","Total","Thousand","Employed persons","Forestry and logging","6.4",""
"Hungary","Less than primary, primary and lower secondary education (levels 0-2)","2012","Males","Thousand","Employed persons","Forestry and logging","4.9",""
"Hungary","Less than primary, primary and lower secondary education (levels 0-2)","2012","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","Less than primary, primary and lower secondary education (levels 0-2)","2013","Total","Thousand","Employed persons","Forestry and logging","8.7",""
"Hungary","Less than primary, primary and lower secondary education (levels 0-2)","2013","Males","Thousand","Employed persons","Forestry and logging","6.6",""
"Hungary","Less than primary, primary and lower secondary education (levels 0-2)","2013","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","Less than primary, primary and lower secondary education (levels 0-2)","2014","Total","Thousand","Employed persons","Forestry and logging","9.5","b"
"Hungary","Less than primary, primary and lower secondary education (levels 0-2)","2014","Males","Thousand","Employed persons","Forestry and logging","8.3","b"
"Hungary","Less than primary, primary and lower secondary education (levels 0-2)","2014","Females","Thousand","Employed persons","Forestry and logging",":","bu"
"Hungary","Less than primary, primary and lower secondary education (levels 0-2)","2015","Total","Thousand","Employed persons","Forestry and logging","10.0",""
"Hungary","Less than primary, primary and lower secondary education (levels 0-2)","2015","Males","Thousand","Employed persons","Forestry and logging","8.6",""
"Hungary","Less than primary, primary and lower secondary education (levels 0-2)","2015","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","Less than primary, primary and lower secondary education (levels 0-2)","2016","Total","Thousand","Employed persons","Forestry and logging","7.6",""
"Hungary","Less than primary, primary and lower secondary education (levels 0-2)","2016","Males","Thousand","Employed persons","Forestry and logging","6.6",""
"Hungary","Less than primary, primary and lower secondary education (levels 0-2)","2016","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2008","Total","Thousand","Employed persons","Forestry and logging","6.3","b"
"Hungary","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2008","Males","Thousand","Employed persons","Forestry and logging","5.4","b"
"Hungary","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2008","Females","Thousand","Employed persons","Forestry and logging",":","bu"
"Hungary","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2009","Total","Thousand","Employed persons","Forestry and logging","9.4",""
"Hungary","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2009","Males","Thousand","Employed persons","Forestry and logging","8.4",""
"Hungary","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2009","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2010","Total","Thousand","Employed persons","Forestry and logging","9.1",""
"Hungary","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2010","Males","Thousand","Employed persons","Forestry and logging","7.9",""
"Hungary","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2010","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2011","Total","Thousand","Employed persons","Forestry and logging","10.7",""
"Hungary","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2011","Males","Thousand","Employed persons","Forestry and logging","9.3",""
"Hungary","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2011","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2012","Total","Thousand","Employed persons","Forestry and logging","10.6",""
"Hungary","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2012","Males","Thousand","Employed persons","Forestry and logging","9.5",""
"Hungary","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2012","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2013","Total","Thousand","Employed persons","Forestry and logging","11.0",""
"Hungary","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2013","Males","Thousand","Employed persons","Forestry and logging","9.5",""
"Hungary","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2013","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2014","Total","Thousand","Employed persons","Forestry and logging","11.4","b"
"Hungary","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2014","Males","Thousand","Employed persons","Forestry and logging","9.1","b"
"Hungary","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2014","Females","Thousand","Employed persons","Forestry and logging",":","bu"
"Hungary","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2015","Total","Thousand","Employed persons","Forestry and logging","12.1",""
"Hungary","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2015","Males","Thousand","Employed persons","Forestry and logging","9.7",""
"Hungary","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2015","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2016","Total","Thousand","Employed persons","Forestry and logging","13.5",""
"Hungary","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2016","Males","Thousand","Employed persons","Forestry and logging","11.2",""
"Hungary","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2016","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","Tertiary education (levels 5-8)","2008","Total","Thousand","Employed persons","Forestry and logging",":","bu"
"Hungary","Tertiary education (levels 5-8)","2008","Males","Thousand","Employed persons","Forestry and logging",":","bu"
"Hungary","Tertiary education (levels 5-8)","2008","Females","Thousand","Employed persons","Forestry and logging",":","bu"
"Hungary","Tertiary education (levels 5-8)","2009","Total","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","Tertiary education (levels 5-8)","2009","Males","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","Tertiary education (levels 5-8)","2009","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","Tertiary education (levels 5-8)","2010","Total","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","Tertiary education (levels 5-8)","2010","Males","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","Tertiary education (levels 5-8)","2010","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","Tertiary education (levels 5-8)","2011","Total","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","Tertiary education (levels 5-8)","2011","Males","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","Tertiary education (levels 5-8)","2011","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","Tertiary education (levels 5-8)","2012","Total","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","Tertiary education (levels 5-8)","2012","Males","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","Tertiary education (levels 5-8)","2012","Females","Thousand","Employed persons","Forestry and logging",":","c"
"Hungary","Tertiary education (levels 5-8)","2013","Total","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","Tertiary education (levels 5-8)","2013","Males","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","Tertiary education (levels 5-8)","2013","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","Tertiary education (levels 5-8)","2014","Total","Thousand","Employed persons","Forestry and logging",":","bu"
"Hungary","Tertiary education (levels 5-8)","2014","Males","Thousand","Employed persons","Forestry and logging",":","bu"
"Hungary","Tertiary education (levels 5-8)","2014","Females","Thousand","Employed persons","Forestry and logging",":","bu"
"Hungary","Tertiary education (levels 5-8)","2015","Total","Thousand","Employed persons","Forestry and logging","3.2","u"
"Hungary","Tertiary education (levels 5-8)","2015","Males","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","Tertiary education (levels 5-8)","2015","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","Tertiary education (levels 5-8)","2016","Total","Thousand","Employed persons","Forestry and logging","2.8","u"
"Hungary","Tertiary education (levels 5-8)","2016","Males","Thousand","Employed persons","Forestry and logging",":","u"
"Hungary","Tertiary education (levels 5-8)","2016","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","All ISCED 2011 levels ","2008","Total","Thousand","Employed persons","Forestry and logging","11.7","b"
"Austria","All ISCED 2011 levels ","2008","Males","Thousand","Employed persons","Forestry and logging","10.1","b"
"Austria","All ISCED 2011 levels ","2008","Females","Thousand","Employed persons","Forestry and logging",":","bu"
"Austria","All ISCED 2011 levels ","2009","Total","Thousand","Employed persons","Forestry and logging","13.7",""
"Austria","All ISCED 2011 levels ","2009","Males","Thousand","Employed persons","Forestry and logging","10.8",""
"Austria","All ISCED 2011 levels ","2009","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","All ISCED 2011 levels ","2010","Total","Thousand","Employed persons","Forestry and logging","11.1",""
"Austria","All ISCED 2011 levels ","2010","Males","Thousand","Employed persons","Forestry and logging","9.5",""
"Austria","All ISCED 2011 levels ","2010","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","All ISCED 2011 levels ","2011","Total","Thousand","Employed persons","Forestry and logging","9.2",""
"Austria","All ISCED 2011 levels ","2011","Males","Thousand","Employed persons","Forestry and logging","7.5",""
"Austria","All ISCED 2011 levels ","2011","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","All ISCED 2011 levels ","2012","Total","Thousand","Employed persons","Forestry and logging","10.1",""
"Austria","All ISCED 2011 levels ","2012","Males","Thousand","Employed persons","Forestry and logging","8.2",""
"Austria","All ISCED 2011 levels ","2012","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","All ISCED 2011 levels ","2013","Total","Thousand","Employed persons","Forestry and logging","9.2",""
"Austria","All ISCED 2011 levels ","2013","Males","Thousand","Employed persons","Forestry and logging","7.4",""
"Austria","All ISCED 2011 levels ","2013","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","All ISCED 2011 levels ","2014","Total","Thousand","Employed persons","Forestry and logging","11.4",""
"Austria","All ISCED 2011 levels ","2014","Males","Thousand","Employed persons","Forestry and logging","8.2",""
"Austria","All ISCED 2011 levels ","2014","Females","Thousand","Employed persons","Forestry and logging","3.2","u"
"Austria","All ISCED 2011 levels ","2015","Total","Thousand","Employed persons","Forestry and logging","8.4",""
"Austria","All ISCED 2011 levels ","2015","Males","Thousand","Employed persons","Forestry and logging","6.8",""
"Austria","All ISCED 2011 levels ","2015","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","All ISCED 2011 levels ","2016","Total","Thousand","Employed persons","Forestry and logging","9.7",""
"Austria","All ISCED 2011 levels ","2016","Males","Thousand","Employed persons","Forestry and logging","8.7",""
"Austria","All ISCED 2011 levels ","2016","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Less than primary, primary and lower secondary education (levels 0-2)","2008","Total","Thousand","Employed persons","Forestry and logging",":","bu"
"Austria","Less than primary, primary and lower secondary education (levels 0-2)","2008","Males","Thousand","Employed persons","Forestry and logging",":","bu"
"Austria","Less than primary, primary and lower secondary education (levels 0-2)","2008","Females","Thousand","Employed persons","Forestry and logging",":","bu"
"Austria","Less than primary, primary and lower secondary education (levels 0-2)","2009","Total","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Less than primary, primary and lower secondary education (levels 0-2)","2009","Males","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Less than primary, primary and lower secondary education (levels 0-2)","2009","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Less than primary, primary and lower secondary education (levels 0-2)","2010","Total","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Less than primary, primary and lower secondary education (levels 0-2)","2010","Males","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Less than primary, primary and lower secondary education (levels 0-2)","2010","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Less than primary, primary and lower secondary education (levels 0-2)","2011","Total","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Less than primary, primary and lower secondary education (levels 0-2)","2011","Males","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Less than primary, primary and lower secondary education (levels 0-2)","2011","Females","Thousand","Employed persons","Forestry and logging",":","u"
