"GEO","ISCED11","TIME","SEX","UNIT","WSTATUS","NACE_R2","Value","Flag and Footnotes"
"Austria","Less than primary, primary and lower secondary education (levels 0-2)","2012","Total","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Less than primary, primary and lower secondary education (levels 0-2)","2012","Males","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Less than primary, primary and lower secondary education (levels 0-2)","2012","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Less than primary, primary and lower secondary education (levels 0-2)","2013","Total","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Less than primary, primary and lower secondary education (levels 0-2)","2013","Males","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Less than primary, primary and lower secondary education (levels 0-2)","2013","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Less than primary, primary and lower secondary education (levels 0-2)","2014","Total","Thousand","Employed persons","Forestry and logging",":","bu"
"Austria","Less than primary, primary and lower secondary education (levels 0-2)","2014","Males","Thousand","Employed persons","Forestry and logging",":","bu"
"Austria","Less than primary, primary and lower secondary education (levels 0-2)","2014","Females","Thousand","Employed persons","Forestry and logging",":","bu"
"Austria","Less than primary, primary and lower secondary education (levels 0-2)","2015","Total","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Less than primary, primary and lower secondary education (levels 0-2)","2015","Males","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Less than primary, primary and lower secondary education (levels 0-2)","2015","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Less than primary, primary and lower secondary education (levels 0-2)","2016","Total","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Less than primary, primary and lower secondary education (levels 0-2)","2016","Males","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Less than primary, primary and lower secondary education (levels 0-2)","2016","Females","Thousand","Employed persons","Forestry and logging",":",""
"Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2008","Total","Thousand","Employed persons","Forestry and logging","8.8","b"
"Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2008","Males","Thousand","Employed persons","Forestry and logging","7.7","b"
"Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2008","Females","Thousand","Employed persons","Forestry and logging",":","bu"
"Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2009","Total","Thousand","Employed persons","Forestry and logging","9.9",""
"Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2009","Males","Thousand","Employed persons","Forestry and logging","8.5",""
"Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2009","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2010","Total","Thousand","Employed persons","Forestry and logging","8.7",""
"Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2010","Males","Thousand","Employed persons","Forestry and logging","7.6",""
"Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2010","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2011","Total","Thousand","Employed persons","Forestry and logging","7.3",""
"Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2011","Males","Thousand","Employed persons","Forestry and logging","6.1",""
"Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2011","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2012","Total","Thousand","Employed persons","Forestry and logging","8.2",""
"Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2012","Males","Thousand","Employed persons","Forestry and logging","6.5",""
"Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2012","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2013","Total","Thousand","Employed persons","Forestry and logging","6.5",""
"Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2013","Males","Thousand","Employed persons","Forestry and logging","5.8","u"
"Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2013","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2014","Total","Thousand","Employed persons","Forestry and logging","7.1","b"
"Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2014","Males","Thousand","Employed persons","Forestry and logging","5.5","bu"
"Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2014","Females","Thousand","Employed persons","Forestry and logging",":","bu"
"Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2015","Total","Thousand","Employed persons","Forestry and logging","4.5","u"
"Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2015","Males","Thousand","Employed persons","Forestry and logging","3.6","u"
"Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2015","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2016","Total","Thousand","Employed persons","Forestry and logging","5.8","u"
"Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2016","Males","Thousand","Employed persons","Forestry and logging","5.4","u"
"Austria","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2016","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Tertiary education (levels 5-8)","2008","Total","Thousand","Employed persons","Forestry and logging",":","bu"
"Austria","Tertiary education (levels 5-8)","2008","Males","Thousand","Employed persons","Forestry and logging",":","bu"
"Austria","Tertiary education (levels 5-8)","2008","Females","Thousand","Employed persons","Forestry and logging",":","bc"
"Austria","Tertiary education (levels 5-8)","2009","Total","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Tertiary education (levels 5-8)","2009","Males","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Tertiary education (levels 5-8)","2009","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Tertiary education (levels 5-8)","2010","Total","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Tertiary education (levels 5-8)","2010","Males","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Tertiary education (levels 5-8)","2010","Females","Thousand","Employed persons","Forestry and logging",":","c"
"Austria","Tertiary education (levels 5-8)","2011","Total","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Tertiary education (levels 5-8)","2011","Males","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Tertiary education (levels 5-8)","2011","Females","Thousand","Employed persons","Forestry and logging",":","c"
"Austria","Tertiary education (levels 5-8)","2012","Total","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Tertiary education (levels 5-8)","2012","Males","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Tertiary education (levels 5-8)","2012","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Tertiary education (levels 5-8)","2013","Total","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Tertiary education (levels 5-8)","2013","Males","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Tertiary education (levels 5-8)","2013","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Tertiary education (levels 5-8)","2014","Total","Thousand","Employed persons","Forestry and logging",":","bu"
"Austria","Tertiary education (levels 5-8)","2014","Males","Thousand","Employed persons","Forestry and logging",":","bu"
"Austria","Tertiary education (levels 5-8)","2014","Females","Thousand","Employed persons","Forestry and logging",":","bu"
"Austria","Tertiary education (levels 5-8)","2015","Total","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Tertiary education (levels 5-8)","2015","Males","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Tertiary education (levels 5-8)","2015","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Tertiary education (levels 5-8)","2016","Total","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Tertiary education (levels 5-8)","2016","Males","Thousand","Employed persons","Forestry and logging",":","u"
"Austria","Tertiary education (levels 5-8)","2016","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Slovenia","All ISCED 2011 levels ","2008","Total","Thousand","Employed persons","Forestry and logging","4.5","b"
"Slovenia","All ISCED 2011 levels ","2008","Males","Thousand","Employed persons","Forestry and logging","3.6","bu"
"Slovenia","All ISCED 2011 levels ","2008","Females","Thousand","Employed persons","Forestry and logging","0.9","bu"
"Slovenia","All ISCED 2011 levels ","2009","Total","Thousand","Employed persons","Forestry and logging","3.8","u"
"Slovenia","All ISCED 2011 levels ","2009","Males","Thousand","Employed persons","Forestry and logging","2.9","u"
"Slovenia","All ISCED 2011 levels ","2009","Females","Thousand","Employed persons","Forestry and logging","0.8","u"
"Slovenia","All ISCED 2011 levels ","2010","Total","Thousand","Employed persons","Forestry and logging","3.0","u"
"Slovenia","All ISCED 2011 levels ","2010","Males","Thousand","Employed persons","Forestry and logging","2.3","u"
"Slovenia","All ISCED 2011 levels ","2010","Females","Thousand","Employed persons","Forestry and logging","0.7","u"
"Slovenia","All ISCED 2011 levels ","2011","Total","Thousand","Employed persons","Forestry and logging","3.4","u"
"Slovenia","All ISCED 2011 levels ","2011","Males","Thousand","Employed persons","Forestry and logging","3.1","u"
"Slovenia","All ISCED 2011 levels ","2011","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Slovenia","All ISCED 2011 levels ","2012","Total","Thousand","Employed persons","Forestry and logging","3.4","u"
"Slovenia","All ISCED 2011 levels ","2012","Males","Thousand","Employed persons","Forestry and logging","3.3","u"
"Slovenia","All ISCED 2011 levels ","2012","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Slovenia","All ISCED 2011 levels ","2013","Total","Thousand","Employed persons","Forestry and logging","3.6","u"
"Slovenia","All ISCED 2011 levels ","2013","Males","Thousand","Employed persons","Forestry and logging","3.1","u"
"Slovenia","All ISCED 2011 levels ","2013","Females","Thousand","Employed persons","Forestry and logging","0.5","u"
"Slovenia","All ISCED 2011 levels ","2014","Total","Thousand","Employed persons","Forestry and logging","3.7","u"
"Slovenia","All ISCED 2011 levels ","2014","Males","Thousand","Employed persons","Forestry and logging","3.4","u"
"Slovenia","All ISCED 2011 levels ","2014","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Slovenia","All ISCED 2011 levels ","2015","Total","Thousand","Employed persons","Forestry and logging","4.0","u"
"Slovenia","All ISCED 2011 levels ","2015","Males","Thousand","Employed persons","Forestry and logging","4.0","u"
"Slovenia","All ISCED 2011 levels ","2015","Females","Thousand","Employed persons","Forestry and logging",":",""
"Slovenia","All ISCED 2011 levels ","2016","Total","Thousand","Employed persons","Forestry and logging","3.2","u"
"Slovenia","All ISCED 2011 levels ","2016","Males","Thousand","Employed persons","Forestry and logging","3.1","u"
"Slovenia","All ISCED 2011 levels ","2016","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","2008","Total","Thousand","Employed persons","Forestry and logging","0.8","bu"
"Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","2008","Males","Thousand","Employed persons","Forestry and logging","0.8","bu"
"Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","2008","Females","Thousand","Employed persons","Forestry and logging",":","bc"
"Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","2009","Total","Thousand","Employed persons","Forestry and logging",":","u"
"Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","2009","Males","Thousand","Employed persons","Forestry and logging",":","u"
"Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","2009","Females","Thousand","Employed persons","Forestry and logging",":","c"
"Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","2010","Total","Thousand","Employed persons","Forestry and logging",":","u"
"Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","2010","Males","Thousand","Employed persons","Forestry and logging",":","u"
"Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","2010","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","2011","Total","Thousand","Employed persons","Forestry and logging",":","u"
"Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","2011","Males","Thousand","Employed persons","Forestry and logging",":","u"
"Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","2011","Females","Thousand","Employed persons","Forestry and logging",":","c"
"Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","2012","Total","Thousand","Employed persons","Forestry and logging","0.9","u"
"Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","2012","Males","Thousand","Employed persons","Forestry and logging","0.9","u"
"Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","2012","Females","Thousand","Employed persons","Forestry and logging",":","c"
"Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","2013","Total","Thousand","Employed persons","Forestry and logging","1.3","u"
"Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","2013","Males","Thousand","Employed persons","Forestry and logging","1.1","u"
"Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","2013","Females","Thousand","Employed persons","Forestry and logging",":","c"
"Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","2014","Total","Thousand","Employed persons","Forestry and logging",":","bu"
"Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","2014","Males","Thousand","Employed persons","Forestry and logging",":","bu"
"Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","2014","Females","Thousand","Employed persons","Forestry and logging",":","bc"
"Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","2015","Total","Thousand","Employed persons","Forestry and logging","0.5","u"
"Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","2015","Males","Thousand","Employed persons","Forestry and logging","0.5","u"
"Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","2015","Females","Thousand","Employed persons","Forestry and logging",":",""
"Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","2016","Total","Thousand","Employed persons","Forestry and logging",":","u"
"Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","2016","Males","Thousand","Employed persons","Forestry and logging",":","u"
"Slovenia","Less than primary, primary and lower secondary education (levels 0-2)","2016","Females","Thousand","Employed persons","Forestry and logging",":",""
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2008","Total","Thousand","Employed persons","Forestry and logging","2.0","bu"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2008","Males","Thousand","Employed persons","Forestry and logging","1.6","bu"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2008","Females","Thousand","Employed persons","Forestry and logging",":","bu"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2009","Total","Thousand","Employed persons","Forestry and logging","1.8","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2009","Males","Thousand","Employed persons","Forestry and logging","1.5","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2009","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2010","Total","Thousand","Employed persons","Forestry and logging","1.2","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2010","Males","Thousand","Employed persons","Forestry and logging","1.2","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2010","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2011","Total","Thousand","Employed persons","Forestry and logging","2.0","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2011","Males","Thousand","Employed persons","Forestry and logging","2.0","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2011","Females","Thousand","Employed persons","Forestry and logging",":",""
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2012","Total","Thousand","Employed persons","Forestry and logging","1.6","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2012","Males","Thousand","Employed persons","Forestry and logging","1.5","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2012","Females","Thousand","Employed persons","Forestry and logging",":","c"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2013","Total","Thousand","Employed persons","Forestry and logging","1.8","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2013","Males","Thousand","Employed persons","Forestry and logging","1.5","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2013","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2014","Total","Thousand","Employed persons","Forestry and logging","1.9","bu"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2014","Males","Thousand","Employed persons","Forestry and logging","1.7","bu"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2014","Females","Thousand","Employed persons","Forestry and logging",":","bu"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2015","Total","Thousand","Employed persons","Forestry and logging","1.7","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2015","Males","Thousand","Employed persons","Forestry and logging","1.7","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2015","Females","Thousand","Employed persons","Forestry and logging",":",""
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2016","Total","Thousand","Employed persons","Forestry and logging","2.1","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2016","Males","Thousand","Employed persons","Forestry and logging","1.9","u"
"Slovenia","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","2016","Females","Thousand","Employed persons","Forestry and logging",":","c"
"Slovenia","Tertiary education (levels 5-8)","2008","Total","Thousand","Employed persons","Forestry and logging","1.7","bu"
"Slovenia","Tertiary education (levels 5-8)","2008","Males","Thousand","Employed persons","Forestry and logging","1.3","bu"
"Slovenia","Tertiary education (levels 5-8)","2008","Females","Thousand","Employed persons","Forestry and logging",":","bu"
"Slovenia","Tertiary education (levels 5-8)","2009","Total","Thousand","Employed persons","Forestry and logging","1.8","u"
"Slovenia","Tertiary education (levels 5-8)","2009","Males","Thousand","Employed persons","Forestry and logging","1.3","u"
"Slovenia","Tertiary education (levels 5-8)","2009","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Slovenia","Tertiary education (levels 5-8)","2010","Total","Thousand","Employed persons","Forestry and logging","1.3","u"
"Slovenia","Tertiary education (levels 5-8)","2010","Males","Thousand","Employed persons","Forestry and logging","0.9","u"
"Slovenia","Tertiary education (levels 5-8)","2010","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Slovenia","Tertiary education (levels 5-8)","2011","Total","Thousand","Employed persons","Forestry and logging","1.1","u"
"Slovenia","Tertiary education (levels 5-8)","2011","Males","Thousand","Employed persons","Forestry and logging","0.8","u"
"Slovenia","Tertiary education (levels 5-8)","2011","Females","Thousand","Employed persons","Forestry and logging",":","u"
"Slovenia","Tertiary education (levels 5-8)","2012","Total","Thousand","Employed persons","Forestry and logging","0.9","u"
"Slovenia","Tertiary education (levels 5-8)","2012","Males","Thousand","Employed persons","Forestry and logging","0.9","u"
"Slovenia","Tertiary education (levels 5-8)","2012","Females","Thousand","Employed persons","Forestry and logging",":",""
"Slovenia","Tertiary education (levels 5-8)","2013","Total","Thousand","Employed persons","Forestry and logging","0.5","u"
"Slovenia","Tertiary education (levels 5-8)","2013","Males","Thousand","Employed persons","Forestry and logging",":","u"
"Slovenia","Tertiary education (levels 5-8)","2013","Females","Thousand","Employed persons","Forestry and logging",":","c"
"Slovenia","Tertiary education (levels 5-8)","2014","Total","Thousand","Employed persons","Forestry and logging","1.3","bu"
"Slovenia","Tertiary education (levels 5-8)","2014","Males","Thousand","Employed persons","Forestry and logging","1.3","bu"
"Slovenia","Tertiary education (levels 5-8)","2014","Females","Thousand","Employed persons","Forestry and logging",":","bc"
"Slovenia","Tertiary education (levels 5-8)","2015","Total","Thousand","Employed persons","Forestry and logging","1.7","u"
"Slovenia","Tertiary education (levels 5-8)","2015","Males","Thousand","Employed persons","Forestry and logging","1.7","u"
"Slovenia","Tertiary education (levels 5-8)","2015","Females","Thousand","Employed persons","Forestry and logging",":",""
"Slovenia","Tertiary education (levels 5-8)","2016","Total","Thousand","Employed persons","Forestry and logging","1.0","u"
"Slovenia","Tertiary education (levels 5-8)","2016","Males","Thousand","Employed persons","Forestry and logging","0.9","u"
"Slovenia","Tertiary education (levels 5-8)","2016","Females","Thousand","Employed persons","Forestry and logging",":","c"
